10.841,4.1168000000000005,6.7166000000000015,193
12.447,4.5414,5.3134000000000015,241
12.499,4.4398,5.2232,177
9.3156,4.7894000000000005,6.189,195
10.1342,4.6352,5.981,35
12.0338,4.4034,5.5174,250
8.6302,4.993,5.7554,236
9.591,3.9124,5.9744,48
12.645,4.2436,5.117,100
10.8232,4.49,5.8618000000000015,133
9.0954,4.6674000000000015,6.2084,231
10.4736,4.1678000000000015,5.7348,173
10.2292,3.7282,4.8908000000000005,89
12.4626,4.5786,5.3450000000000015,210
9.049,4.6874,6.5414,204
12.3542,4.55,5.4274,250
9.3142,3.6604,5.8672,201
8.8948,4.6856,6.6312000000000015,245
9.3914,3.875,5.8934000000000015,219
12.2862,4.5008,5.481,251
9.3904,4.8068,6.1494,156
10.7582,4.5164,5.9018000000000015,247
11.1062,4.5354,5.723,37
9.1964,3.7252,6.0394000000000005,103
9.4024,3.8342,5.8712,144
10.2154,4.1974,5.276000000000002,200
8.8224,4.711,6.5684000000000005,205
12.562999999999999,4.381,5.371,149
10.158999999999999,4.4592,6.3726,86
10.4444,4.6012,5.9932,243
8.6328,4.5200000000000005,5.2952,193
8.887,4.8302000000000005,6.5756000000000006,240
9.6816,3.9164,5.7846,24
8.7238,4.6566,6.1128,242
8.7834,4.513,5.2262,129
11.542,4.4904,5.8136,250
11.2766,4.6162,5.7836,180
12.5412,4.4076,5.2236,244
11.4676,4.0748,5.1738,186
8.9254,4.666,5.2164,205
10.5422,4.5866,6.0118,195
9.3038,4.4444,5.251,225
11.1008,4.5264000000000015,5.7576,163
8.9092,4.558,6.7378,206
10.3006,4.6032,6.0256,252
11.478,4.1054,5.4748,99
10.503,4.5324,5.9088,113
10.3214,4.3736000000000015,6.271,55
8.813600000000003,4.5694,5.9802,160
8.7934,4.754,5.176,236
9.347999999999999,4.7388,6.1774,115
8.719000000000001,4.2996,6.2360000000000015,252
8.7096,4.9508,4.9914000000000005,89
11.482,4.598,5.8422,207
9.0752,4.6252,6.1720000000000015,129
8.8146,5.184,5.8612,46
10.8592,4.3446,6.6174,31
8.930200000000003,4.6776,5.2198,196
10.9344,3.951,5.815,234
9.3824,3.8254,5.8426,167
10.9232,4.1368,5.0686,222
9.0228,4.7622,6.5482000000000005,121
12.0666,4.4004,5.5216,252
10.0372,4.5064,6.9176,224
10.7476,4.0778,5.8020000000000005,163
8.9436,4.6132,6.6152000000000015,231
10.9072,4.5002,5.8210000000000015,158
10.7652,4.138,5.0698,60
11.615,4.5286,5.7304,219
9.3048,3.8592,5.8118,197
9.9762,4.6398,6.9412,184
10.482999999999999,4.5246,5.9576,181
8.9466,3.8062,5.8176000000000005,249
10.644,4.175,5.1416,84
8.9114,4.5764000000000005,6.7056,84
8.997,4.6478,5.8608,49
10.4024,4.1072000000000015,5.7156,117
11.7184,4.211,5.3508,133
12.56,4.4562,5.2344,192
8.972999999999999,4.5766,6.1034000000000015,127
8.6652,4.6932,6.1129999999999995,152
10.3174,4.618,5.21,143
10.6536,4.4152000000000005,6.5892,50
10.7722,4.5044,5.856400000000002,140
9.0338,4.6676,6.013800000000002,243
8.7036,4.6894,5.1486,75
12.5054,4.4046,5.2668,251
9.1044,4.7028,5.9064000000000005,132
9.0486,4.6354000000000015,6.6122000000000005,150
8.830400000000003,4.6406,6.1086,241
11.9988,4.3694000000000015,5.5520000000000005,179
9.277,3.8304,5.8086,210
8.765600000000001,4.447,6.2252,252
8.6136,5.0166,5.652,227
12.5052,4.5254,5.2982000000000005,228
10.6662,4.1624,5.1320000000000014,48
9.402,4.7482000000000015,6.2056,193
8.7224,4.8562,5.0364,231
10.4634,4.359,6.2918,146
11.3984,4.1294,5.472,46
8.6816,4.2504,6.1238,132
9.3824,3.8344,5.865,208
11.7106,4.2796,5.401000000000002,236
12.6716,4.3884,5.0564,129
11.3892,3.6978,6.867000000000001,32
9.8804,3.9126,5.8032,143
9.2314,3.9408,5.8828000000000005,94
9.0112,4.6652000000000005,6.7552,159
9.2764,3.765,5.8144,251
8.6722,5.1048,5.6654,117
8.6944,4.6036,5.2914,244
9.9294,4.5666,6.989000000000001,242
9.4412,4.7758,6.1706,247
8.7196,4.7878,6.1108,250
10.837,4.526,5.8262,111
8.762400000000001,4.697,6.1998000000000015,152
10.3474,4.629,5.25,173
12.312,4.4558,5.439,230
11.367,4.0862,5.1738,133
9.214,3.775,5.9526,44
9.6946,4.2904,5.2774,213
8.941,4.671,6.6756,250
9.1224,4.7276,6.242999999999999,133
11.8996,4.253,5.4460000000000015,187
9.22,3.753,6.0182,179
12.5838,4.292,5.235,253
10.1236,4.455,6.4752,54
10.8008,4.5470000000000015,5.8394,86
8.718,4.5458,5.3856,207
8.8246,4.3728,6.211,214
8.795,4.5764000000000005,5.99,225
9.0174,4.6674000000000015,6.7176,149
11.841,4.4454,5.538200000000002,243
8.7284,4.5824,6.126600000000002,147
8.6384,4.53,5.3574,250
12.7204,4.4220000000000015,5.179200000000002,195
11.6922,4.4446,5.7262,118
10.456,4.0732,5.223,217
10.3598,3.9564,5.1726,68
11.3514,4.0790000000000015,5.1484000000000005,65
11.9216,4.4444,5.5332,246
10.8928,3.9762,5.8544,195
8.936200000000003,4.7128000000000005,6.4478,133
8.6206,4.5792,5.336,224
12.6144,4.4302,5.2906,235
10.2234,4.4030000000000005,6.4786,68
11.4614,4.1162,5.4448,128
12.4564,4.4464000000000015,5.4084,243
